gene_name,gene_id,num_codewords,num_probesets,protein_name,location,cell_type,cellchat_pathway
Terf1,ENSMUSG00000025925,2,2,Telomeric repeat-binding factor 1 (TTAGGG repeat-binding factor 1),Nucleus,,
Terf2,ENSMUSG00000031921,2,2,Telomeric repeat-binding factor 2 (TTAGGG repeat-binding factor 2) (Telomeric DNA-binding protein),Nucleus,,
Tert,ENSMUSG00000021611,2,2,Telomerase reverse transcriptase,Nucleus,,
Tesmin,ENSMUSG00000024905,2,2,"Tesmin (Metallothionein-like 5, testis-specific) (Testis-specific metallothionein-like protein)",Cytoplasm,,
Tespa1,ENSMUSG00000034833,2,2,Protein TESPA1 (Thymocyte-expressed positive selection-associated protein 1),Cytoplasm,"mast cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;mature T cell;immature T cell;double negative thymocyte;innate lymphoid cell",
Tet1,ENSMUSG00000047146,2,2,Methylcytosine dioxygenase TET1,Nucleus,,
Tet2,ENSMUSG00000040943,2,2,Methylcytosine dioxygenase TET2,Nucleus,,
Tet3,ENSMUSG00000034832,2,2,Methylcytosine dioxygenase TET3,Nucleus,,
Tex101,ENSMUSG00000062773,2,2,Testis-expressed protein 101 (TES101-reactive protein) (TES101RP),Cell membrane,,
Tex19.1,ENSMUSG00000039329,2,2,Testis-expressed protein 19.1 (mTex19.1) (Testis-expressed protein 19A),Cytoplasm,,
Tfam,ENSMUSG00000003923,2,2,"Transcription factor A, mitochondrial (mtTFA) (Testis-specific high mobility group protein) (TS-HMG)",Nucleus,,
Tfap2a,ENSMUSG00000021359,2,2,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),Nucleus,,
Tfap2b,ENSMUSG00000025927,2,2,Transcription factor AP-2-beta (AP2-beta) (Activating enhancer-binding protein 2-beta),Nucleus,keratinocyte stem cell;renal principal cell;kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle medullary thick ascending limb epithelial cell;kidney loop of Henle cortical thick ascending limb epithelial cell;kidney loop of Henle epithelial cell;cerebellar Golgi cell,
Tfap2c,ENSMUSG00000028640,2,2,Transcription factor AP-2 gamma (AP2-gamma) (AP-2.2) (Activating enhancer-binding protein 2 gamma),Nucleus,,
Tfap2d,ENSMUSG00000042596,2,2,Transcription factor AP-2-delta (AP2-delta) (Activating enhancer-binding protein 2-delta),Nucleus,,
Tfeb,ENSMUSG00000023990,2,2,Transcription factor EB,Nucleus,,
Tfpi,ENSMUSG00000027082,2,2,Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI),Secreted,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endocardial cell,
Tfrc,ENSMUSG00000022797,2,2,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),Cell membrane,immature B cell;erythroid lineage cell;erythroblast,
Tgfa,ENSMUSG00000029999,2,2,Protransforming growth factor alpha,Cell membrane,endothelial cell of lymphatic vessel,
Tgfb1,ENSMUSG00000002603,2,2,Transforming growth factor beta-1 proprotein,Secreted,hematopoietic stem cell;mature B cell;naive B cell;naive T cell;promonocyte,TGFb
Tgfb1i1,ENSMUSG00000030782,2,2,Transforming growth factor beta-1-induced transcript 1 protein (Androgen receptor-associated protein of 55 kDa) (Hydrogen peroxide-inducible clone 5 protein) (Hic-5) (TGF beta-stimulated clone 5) (TSC-5),Cell junction,muscle cell;smooth muscle cell;vascular associated smooth muscle cell;aortic smooth muscle cell;mesangial cell,
Tgfb2,ENSMUSG00000039239,2,2,Transforming growth factor beta-2 proprotein,Secreted,type I pneumocyte;stromal cell of ovary;interstitial cell of ovary,
Tgfb3,ENSMUSG00000021253,2,2,Transforming growth factor beta-3 proprotein,Secreted,mesothelial cell of pleura;mesothelial cell of visceral pleura;smooth muscle cell,
Tgfbr1,ENSMUSG00000007613,2,2,TGF-beta receptor type-1 (TGFR-1),Cell membrane,phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;leukocyte;professional antigen presenting cell;myeloid leukocyte;myeloid cell,TGFb;GDF;MSTN
Tgfbr2,ENSMUSG00000032440,2,2,TGF-beta receptor type-2 (TGFR-2),Cell membrane,mesenchymal stem cell of adipose tissue,TGFb;GDF
Tgfbr3,ENSMUSG00000029287,3,3,Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III),Cell membrane,leptomeningeal cell;vascular leptomeningeal cell (Mmus);fibroblast,
Tgif2,ENSMUSG00000062175,2,2,Homeobox protein TGIF2 (5'-TG-3'-interacting factor 2) (TGF-beta-induced transcription factor 2) (TGFB-induced factor 2),Nucleus,,
Tgm2,ENSMUSG00000037820,2,2,Protein-glutamine gamma-glutamyltransferase 2,Cytoplasm,luminal epithelial cell of mammary gland;vein endothelial cell;endothelial cell of coronary artery;prostate gland microvascular endothelial cell;mesothelial cell of pleura;mesothelial cell of visceral pleura;endothelial cell of lymphatic vessel;cardiac endothelial cell;endocardial cell;mammary gland epithelial cell;chondrocyte,ADGRG
Tgs1,ENSMUSG00000028233,2,2,Trimethylguanosine synthase,Cytoplasm,,
Th,ENSMUSG00000000214,2,2,Tyrosine 3-monooxygenase,Cytoplasm,,
Thap12,ENSMUSG00000030753,2,2,52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (THAP domain-containing protein 0) (THAP domain-containing protein 12),,,
Thbd,ENSMUSG00000074743,2,2,Thrombomodulin (TM) (Fetomodulin) (CD antigen CD141),Membrane,blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;endothelial cell of vascular tree;kidney cortex artery cell;muscle cell;smooth muscle cell;smooth muscle cell of the pulmonary artery;tracheobronchial smooth muscle cell;bronchial smooth muscle cell,
Thbs1,ENSMUSG00000040152,2,2,Thrombospondin-1 (Glycoprotein G),Secreted,smooth muscle cell of trachea;pulmonary interstitial fibroblast;bladder cell,
Thbs2,ENSMUSG00000023885,2,2,Thrombospondin-2,,stem cell;mesenchymal stem cell;kidney cortex artery cell;connective tissue cell;stromal cell;bladder cell,
Thbs4,ENSMUSG00000021702,2,2,Thrombospondin-4,Endoplasmic reticulum,stem cell;mesenchymal stem cell;intestinal crypt stem cell,
Themis,ENSMUSG00000049109,3,3,Protein THEMIS (Grb2-associating protein) (Gasp) (Protein thylex) (Thymocyte-expressed molecule involved in selection),Cytoplasm,"alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell",
Thpo,ENSMUSG00000022847,2,2,Thrombopoietin (C-mpl ligand) (ML) (Megakaryocyte colony-stimulating factor) (Megakaryocyte growth and development factor) (MGDF) (Myeloproliferative leukemia virus oncogene ligand),Secreted,,
Thra,ENSMUSG00000058756,2,2,Thyroid hormone receptor alpha (Nuclear receptor subfamily 1 group A member 1) (c-erbA-1) (c-erbA-alpha),Nucleus,,Triiodothyronine
Thrap3,ENSMUSG00000043962,2,2,Thyroid hormone receptor-associated protein 3 (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150),Nucleus,,
Thrb,ENSMUSG00000021779,2,2,Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta),Nucleus,vip GABAergic cortical interneuron,Triiodothyronine
Thumpd1,ENSMUSG00000030942,2,2,THUMP domain-containing protein 1,,,
Tiam1,ENSMUSG00000002489,2,2,Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1),Cell junction,vip GABAergic cortical interneuron,
Ticam1,ENSMUSG00000047123,2,2,TIR domain-containing adapter molecule 1 (TICAM-1) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (TIR domain-containing adapter protein inducing IFN-beta),Cytoplasm,,
Ticam2,ENSMUSG00000056130,2,2,TIR domain-containing adapter molecule 2 (TICAM-2) (TRIF-related adapter molecule) (Toll/interleukin-1 receptor domain-containing protein),Cytoplasm,,
Tie1,ENSMUSG00000033191,2,2,Tyrosine-protein kinase receptor Tie-1,Cell membrane,blood vessel endothelial cell;vein endothelial cell;vasa recta descending limb cell;kidney efferent arteriole endothelial cell;kidney capillary endothelial cell;endothelial cell;endocardial cell;kidney cortex artery cell;smooth muscle cell of the pulmonary artery,
Tigar,ENSMUSG00000038028,2,2,"Fructose-2,6-bisphosphatase TIGAR",Cytoplasm,,
Tigit,ENSMUSG00000071552,2,2,T-cell immunoreceptor with Ig and ITIM domains (V-set and transmembrane domain-containing protein 3),Cell membrane,"CD4-positive, alpha-beta T cell",NECTIN;PVR
Timeless,ENSMUSG00000039994,2,2,Protein timeless homolog (mTim),Nucleus,,
Timm50,ENSMUSG00000003438,2,2,Mitochondrial import inner membrane translocase subunit TIM50,Mitochondrion inner membrane,,
Timmdc1,ENSMUSG00000002846,2,2,"Complex I assembly factor TIMMDC1, mitochondrial (Translocase of inner mitochondrial membrane domain-containing protein 1) (TIMM domain containing-protein 1)",Mitochondrion membrane,,
Timp1,ENSMUSG00000001131,2,2,Metalloproteinase inhibitor 1 (Collagenase inhibitor 16C8 fibroblast) (Erythroid-potentiating activity) (EPA) (TPA-S1) (TPA-induced protein) (Tissue inhibitor of metalloproteinases 1) (TIMP-1),Secreted,Leydig cell;chondrocyte;adventitial cell,
Timp4,ENSMUSG00000030317,2,2,Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4) (TIMP-4),Secreted,endothelial cell of coronary artery;endothelial cell of artery;cardiac endothelial cell,
Tiparp,ENSMUSG00000034640,2,2,Protein mono-ADP-ribosyltransferase TIPARP,Nucleus,ovarian surface epithelial cell;smooth muscle cell of trachea;bladder cell,
Tirap,ENSMUSG00000032041,2,2,Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein),Cytoplasm,,
Tjp1,ENSMUSG00000030516,2,2,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),Cell membrane,endothelial stalk cell,
Tjp2,ENSMUSG00000024812,2,2,Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2),Cell membrane,,
Tjp3,ENSMUSG00000034917,2,2,Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3),Cell membrane,intestinal crypt stem cell,
Tlcd1,ENSMUSG00000019437,2,2,TLC domain-containing protein 1 (Calfacilitin),Cell membrane,,
Tle1,ENSMUSG00000008305,2,2,Transducin-like enhancer protein 1 (Groucho-related protein 1) (Grg-1),Nucleus,,
Tle4,ENSMUSG00000024642,2,2,Transducin-like enhancer protein 4 (Grg-4) (Groucho-related protein 4),Nucleus,L5/6 near-projecting glutamatergic neuron of the primary motor cortex;corticothalamic-projecting glutamatergic cortical neuron;L6 corticothalamic-projecting glutamatergic cortical neuron;L6b glutamatergic cortical neuron,
Tle6,ENSMUSG00000034758,2,2,Transducin-like enhancer protein 6 (Groucho-related protein 6),Cytoplasm,pancreatic acinar cell;acinar cell,
Tll1,ENSMUSG00000053626,2,2,Tolloid-like protein 1 (mTll),Secreted,granule cell;cerebellar granule cell,
Tln1,ENSMUSG00000028465,2,2,Talin-1,Cell projection,eosinophil;monocyte;non-classical monocyte;intermediate monocyte,
Tlr1,ENSMUSG00000044827,2,2,Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281),Cell membrane,,
Tlr11,ENSMUSG00000051969,2,2,Toll-like receptor 11 (Toll-like receptor 12),Membrane,,
Tlr12,ENSMUSG00000062545,2,2,Toll-like receptor 12 (Toll-like receptor 11),Membrane,vascular leptomeningeal cell;mesothelial fibroblast,
Tlr13,ENSMUSG00000033777,2,2,Toll-like receptor 13,Endosome membrane,,
Tlr2,ENSMUSG00000027995,2,2,Toll-like receptor 2 (CD antigen CD282),Cell membrane,alveolar macrophage;lung macrophage,
Tlr3,ENSMUSG00000031639,2,2,Toll-like receptor 3 (CD antigen CD283),Endoplasmic reticulum membrane,,
Tlr4,ENSMUSG00000039005,2,2,Toll-like receptor 4 (CD antigen CD284),Cell membrane,,RESISTIN;ANGPTL
Tlr5,ENSMUSG00000079164,2,2,Toll-like receptor 5,Membrane,,
Tlr6,ENSMUSG00000051498,2,2,Toll-like receptor 6 (CD antigen CD286),Cell membrane,,
Tlr7,ENSMUSG00000044583,2,2,Toll-like receptor 7,Endosome membrane,,
Tlr8,ENSMUSG00000040522,2,2,Toll-like receptor 8 (CD antigen CD288),Endosome membrane,,
Tlr9,ENSMUSG00000045322,2,2,Toll-like receptor 9 (CD antigen CD289),Endoplasmic reticulum membrane,,
Tlx1,ENSMUSG00000025215,2,2,T-cell leukemia homeobox protein 1 (Homeobox TLX-1) (Homeobox protein Hox-11),Nucleus,,
Tlx3,ENSMUSG00000040610,2,2,T-cell leukemia homeobox protein 3 (Homeobox TLX-3) (Homeobox protein Hox-11L2) (Respiratory neuron homeobox protein),Nucleus,,
Tmco5,ENSMUSG00000027355,2,2,Transmembrane and coiled-coil domains 5,Membrane,,
Tmem106b,ENSMUSG00000029571,2,2,Transmembrane protein 106B,Late endosome membrane,,
Tmem108,ENSMUSG00000042757,2,2,Transmembrane protein 108 (Retrolinkin),Membrane,granule cell;cerebellar granule cell;hippocampal neuron,
Tmem109,ENSMUSG00000034659,2,2,Transmembrane protein 109 (Mitsugumin-23) (Mg23),Nucleus outer membrane,,
Tmem119,ENSMUSG00000054675,2,2,Transmembrane protein 119 (Osteoblast induction factor) (OBIF),Cell membrane,phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;professional antigen presenting cell;myeloid leukocyte;fibroblast of lung,
Tmem120a,ENSMUSG00000039886,2,2,Ion channel TACAN (Transmembrane protein 120A),Cell membrane,,
Tmem163,ENSMUSG00000026347,2,2,Transmembrane protein 163 (Synaptic vesicle membrane protein of 31 kDa),Cytoplasmic vesicle,renal intercalated cell;renal beta-intercalated cell;granule cell;cerebellar granule cell;Cajal-Retzius cell,
Tmem173,ENSMUSG00000024349,2,2,,,,
Tmem259,ENSMUSG00000013858,2,2,Membralin (Transmembrane protein 259),Endoplasmic reticulum membrane,,
Tmem35a,ENSMUSG00000033578,2,2,Novel acetylcholine receptor chaperone (Peroxisomal membrane protein 52) (PMP52) (Transmembrane protein 35A),Peroxisome membrane,,
Tmem41b,ENSMUSG00000047554,2,2,Transmembrane protein 41B (Protein stasimon),Endoplasmic reticulum membrane,,
Tmem43,ENSMUSG00000030095,2,2,Transmembrane protein 43 (Protein LUMA),Endoplasmic reticulum membrane,,
Tmem63b,ENSMUSG00000036026,2,2,CSC1-like protein 2 (Transmembrane protein 63B),Cell membrane,,
Tmem94,ENSMUSG00000020747,2,2,Transmembrane protein 94,Membrane,,
Tmem98,ENSMUSG00000035413,2,2,Transmembrane protein 98,Endoplasmic reticulum membrane,mesothelial cell,
Tmigd1,ENSMUSG00000020839,2,2,Transmembrane and immunoglobulin domain-containing protein 1,Cell membrane,ciliated epithelial cell;enterocyte;enterocyte of epithelium of large intestine;columnar/cuboidal epithelial cell,
Tmprss15,ENSMUSG00000022857,2,2,Enteropeptidase,Membrane,,
Tmprss2,ENSMUSG00000000385,2,2,Transmembrane protease serine 2,Cell membrane,goblet cell;intestine goblet cell;large intestine goblet cell;urothelial cell;bladder urothelial cell;bladder cell,
Tmprss4,ENSMUSG00000032091,2,2,Transmembrane protease serine 4,Cell membrane,intestinal crypt stem cell,
Tnc,ENSMUSG00000028364,2,2,Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C),Secreted,glioblast;endothelial cell of lymphatic vessel;smooth muscle cell;vascular associated smooth muscle cell;aortic smooth muscle cell,
Tnf,ENSMUSG00000024401,2,2,Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a),Cell membrane,mast cell,
Tnfaip3,ENSMUSG00000019850,2,2,Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3),Cytoplasm,regulatory T cell,
Tnfrsf11a,ENSMUSG00000026321,2,2,Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265),Cell membrane,,RANKL
Tnfrsf11b,ENSMUSG00000063727,2,2,Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin),Secreted,hepatic stellate cell,RANKL
Tnfrsf13b,ENSMUSG00000010142,2,2,Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267),Membrane,plasmacytoid dendritic cell;B cell;plasma cell,APRIL;BAFF
Tnfrsf13c,ENSMUSG00000068105,2,2,Tumor necrosis factor receptor superfamily member 13C (B-cell maturation defect) (B-cell-activating factor receptor) (BAFF receptor) (BAFF-R) (BLyS receptor 3) (CD antigen CD268),Membrane,"mononuclear cell;lymphocyte;B cell;late pro-B cell;plasma cell;erythroid progenitor cell;erythroid progenitor cell, mammalian",BAFF
Tnfrsf14,ENSMUSG00000042333,2,2,Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A) (Herpesvirus entry mediator A) (HveA) (Tumor necrosis factor receptor-like 2) (TR2) (CD antigen CD270),Cell membrane,,LT;LIGHT;BTLA;CD160
Tnfrsf18,ENSMUSG00000041954,2,2,Tumor necrosis factor receptor superfamily member 18 (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357),Secreted,"T cell;CD4-positive, alpha-beta T cell;regulatory T cell;innate lymphoid cell",GITRL
Tnfrsf1a,ENSMUSG00000030341,2,2,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a),Cell membrane,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;hepatic stellate cell,TNF;LT
Tnfrsf1b,ENSMUSG00000028599,2,2,Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b),Membrane,alveolar macrophage;classical monocyte;monocyte;non-classical monocyte;intermediate monocyte,TNF;LT
Tnfrsf4,ENSMUSG00000029075,2,2,Tumor necrosis factor receptor superfamily member 4 (OX40 antigen) (OX40L receptor) (CD antigen CD134),Membrane,"T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;mature T cell;regulatory T cell;double negative thymocyte;DN4 thymocyte",OX40
Tnfrsf9,ENSMUSG00000028965,2,2,Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (T-cell antigen 4-1BB) (CD antigen CD137),Cell membrane,"T cell;CD4-positive, alpha-beta T cell;mature NK T cell;double negative thymocyte;innate lymphoid cell;natural killer cell",CD137
Tnfsf10,ENSMUSG00000039304,2,2,Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253),Cell membrane,fenestrated cell;tracheobronchial smooth muscle cell,
Tnfsf11,ENSMUSG00000022015,2,2,Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254),Secreted,innate lymphoid cell,
Tnfsf12,ENSMUSG00000097328,2,2,Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis) (TWEAK),Cell membrane,mesangial cell,
Tnfsf13,ENSMUSG00000089669,2,2,Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (CD antigen CD256),Secreted,,
Tnfsf13b,ENSMUSG00000031497,2,2,Tumor necrosis factor ligand superfamily member 13B (B-cell-activating factor) (BAFF) (CD antigen CD257),Cell membrane,fibroblast of lung,
Tnfsf14,ENSMUSG00000005824,2,2,Tumor necrosis factor ligand superfamily member 14 (CD antigen CD258),Cell membrane,,
Tnfsf4,ENSMUSG00000026700,2,2,Tumor necrosis factor ligand superfamily member 4 (OX40 ligand) (OX40L) (CD antigen CD252),Membrane,,
Tnfsf9,ENSMUSG00000035678,2,2,Tumor necrosis factor ligand superfamily member 9 (4-1BB ligand) (4-1BBL),Membrane,CD141-positive myeloid dendritic cell;myeloid dendritic cell,
Tnks2,ENSMUSG00000024811,2,2,Poly [ADP-ribose] polymerase tankyrase-2,Cytoplasm,,
Tnnc1,ENSMUSG00000091898,2,2,"Troponin C, slow skeletal and cardiac muscles (TN-C)",,muscle cell;cardiac muscle cell,
Tnni3k,ENSMUSG00000040086,2,2,Serine/threonine-protein kinase TNNI3K,Nucleus,,
Tnnt2,ENSMUSG00000026414,1,1,"Troponin T, cardiac muscle (TnTc) (Cardiac muscle troponin T) (cTnT)",,muscle cell;cardiac muscle cell,
Tnp1,ENSMUSG00000026182,2,2,Spermatid nuclear transition protein 1 (STP-1) (TP-1),Nucleus,,
Tnpo1,ENSMUSG00000009470,2,2,Transportin-1 (Importin beta-2) (Karyopherin beta-2),Cytoplasm,,
Tns2,ENSMUSG00000037003,2,2,Tensin-2,Cell junction,vascular leptomeningeal cell;mesothelial fibroblast,
Tnxb,ENSMUSG00000033327,3,3,Tenascin XB,Secreted,stem cell;mesenchymal stem cell;mesenchymal stem cell of adipose tissue;connective tissue cell;fibroblast;fibroblast of cardiac tissue;fibroblast of connective tissue of prostate;adventitial cell,
Togaram1,ENSMUSG00000035614,2,2,TOG array regulator of axonemal microtubules protein 1 (Crescerin-1) (Protein FAM179B),Cell projection,,
Top2a,ENSMUSG00000020914,2,2,DNA topoisomerase 2-alpha,Cytoplasm,immature alpha-beta T cell;immature NK T cell;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,
Top2b,ENSMUSG00000017485,2,2,DNA topoisomerase 2-beta,Nucleus,neural progenitor cell,
Topbp1,ENSMUSG00000032555,2,2,DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1),Nucleus;Cytoplasm,,
Tor1a,ENSMUSG00000026849,2,2,Torsin-1A (Dystonia 1 protein) (Torsin ATPase 1),Endoplasmic reticulum lumen,,
Tor2a,ENSMUSG00000009563,2,2,Torsin-2A (Torsin family 2 member A),Endoplasmic reticulum lumen,late pro-B cell,
Tox,ENSMUSG00000041272,2,2,Thymocyte selection-associated high mobility group box protein TOX (Thymus high mobility group box protein TOX),Nucleus,sst chodl GABAergic cortical interneuron;L5 extratelencephalic projecting glutamatergic cortical neuron;L5/6 near-projecting glutamatergic neuron of the primary motor cortex,
Tox3,ENSMUSG00000043668,2,2,TOX high mobility group box family member 3 (Trinucleotide repeat-containing gene 9 protein),Nucleus,kidney connecting tubule epithelial cell;neural progenitor cell,
Tpbpa,ENSMUSG00000033834,2,2,Trophoblast-specific protein alpha,Secreted,,
Tpcn1,ENSMUSG00000032741,3,3,Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1),Lysosome membrane,,
Tph1,ENSMUSG00000040046,2,2,Tryptophan 5-hydroxylase 1,,mast cell,
Tph2,ENSMUSG00000006764,2,2,Tryptophan 5-hydroxylase 2,,,
Tpi1,ENSMUSG00000023456,1,1,Triosephosphate isomerase (TIM),Cytoplasm,,
Tppp,ENSMUSG00000021573,2,2,Tubulin polymerization-promoting protein (TPPP),Golgi outpost,,
Tpr,ENSMUSG00000006005,2,2,Nucleoprotein TPR (NPC-associated intranuclear protein) (Translocated promoter region and nuclear basket protein),Nucleus,,
Tpsab1,ENSMUSG00000024173,2,2,Tryptase,,mast cell,
Tpsb2,ENSMUSG00000033825,2,2,Tryptase beta-2 (Tryptase-2),Secreted,mast cell,
Traf2,ENSMUSG00000026942,2,2,TNF receptor-associated factor 2,Cytoplasm,,
Traf3,ENSMUSG00000021277,2,2,TNF receptor-associated factor 3,Cytoplasm,,
Traf3ip2,ENSMUSG00000019842,2,2,E3 ubiquitin ligase TRAF3IP2,,,
Traf3ip3,ENSMUSG00000037318,2,2,TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3),Cell membrane,DN4 thymocyte,
Traf6,ENSMUSG00000027164,2,2,TNF receptor-associated factor 6,Cytoplasm,,
Trappc10,ENSMUSG00000000374,2,2,Trafficking protein particle complex subunit 10 (Trafficking protein particle complex subunit TMEM1) (Transport protein particle subunit TMEM1) (TRAPP subunit TMEM1),Golgi apparatus,,
Trdn,ENSMUSG00000019787,4,4,Triadin,Sarcoplasmic reticulum membrane,cardiac muscle cell,
Treh,ENSMUSG00000032098,2,2,Trehalase,Cell membrane,,
Trem1,ENSMUSG00000042265,2,2,Triggering receptor expressed on myeloid cells 1 (TREM-1) (CD antigen CD354),Cell membrane,mast cell,
Trem2,ENSMUSG00000023992,2,2,Triggering receptor expressed on myeloid cells 2 (TREM-2) (Triggering receptor expressed on monocytes 2),Secreted,phagocyte;macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;microglial cell;lung macrophage;classical monocyte;hematopoietic cell;leukocyte;professional antigen presenting cell;myeloid leukocyte;intermediate monocyte;myeloid cell,APP;SEMA6;ApoA;ApoB;ApoE
Trex1,ENSMUSG00000049734,2,2,Three-prime repair exonuclease 1,Nucleus,classical monocyte;intermediate monocyte,
Trh,ENSMUSG00000005892,2,2,Pro-thyrotropin-releasing hormone (Pro-TRH) (Prothyroliberin),Secreted,,
Trhr,ENSMUSG00000038760,2,2,Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor),Cell membrane,,TRH
Trhr2,ENSMUSG00000039079,3,3,Thyrotropin-releasing hormone receptor (Thyroliberin receptor),Cell membrane,,TRH
Trib2,ENSMUSG00000020601,2,2,Tribbles homolog 2 (TRB-2),Cytoplasm,,
Trib3,ENSMUSG00000032715,2,2,Tribbles homolog 3 (TRB-3) (Neuronal cell death-inducible putative kinase),Nucleus,,
Trim17,ENSMUSG00000036964,2,2,E3 ubiquitin-protein ligase TRIM17,Cytoplasm,,
Trim2,ENSMUSG00000027993,2,2,Tripartite motif-containing protein 2,Cytoplasm,,
Trim21,ENSMUSG00000030966,2,2,E3 ubiquitin-protein ligase TRIM21,Cytoplasm,,
Trim24,ENSMUSG00000029833,2,2,Transcription intermediary factor 1-alpha (TIF1-alpha),Nucleus,,
Trim27,ENSMUSG00000021326,2,2,Zinc finger protein RFP,Nucleus,Sertoli cell,
Trim28,ENSMUSG00000005566,2,2,Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28),Nucleus,Sertoli cell;mesothelial cell;skeletal muscle fiber;mesenchymal cell,
Trim29,ENSMUSG00000032013,2,2,Tripartite motif-containing protein 29,Cytoplasm,stem cell;keratinocyte stem cell;basal cell;basal cell of epidermis;stem cell of epidermis;squamous epithelial cell;keratinocyte;stratified epithelial cell;bladder urothelial cell;epidermal cell,
Trim32,ENSMUSG00000051675,2,2,E3 ubiquitin-protein ligase TRIM32,Cytoplasm,,
Trim33,ENSMUSG00000033014,2,2,E3 ubiquitin-protein ligase TRIM33,Nucleus,,
Trim36,ENSMUSG00000033949,2,2,E3 ubiquitin-protein ligase Trim36,Cytoplasm,,
Trim63,ENSMUSG00000028834,2,2,E3 ubiquitin-protein ligase TRIM63,Cytoplasm,,
